customer_id,name,phone,city,state,zipcode,age,gender,marital_status,dependents,education_level,occupation,employment_status,annual_income,credit_score,existing_loans,avg_monthly_expense,vehicle_owner,vehicle_type,budget_per_month,customer_tenure_years,coverage_preferences,risk_tolerance,interest_tags
CUST_743529,Courtney Martin,267-262-7824x30622,Dallas,Texas,75201,44,male,widowed,1,master,manager,employed,50874,656,none,4531.42,True,none,272,2.8,"['health', 'life']",Medium,"['travel', 'family', 'vehicle']"
CUST_223384,Ricky Alexander,001-631-395-4855x319,Dallas,Texas,75201,20,nonbinary,single,0,bachelor,student,student,17264,711,personal,1379.98,True,none,298,8.1,['auto'],High,"['education', 'vehicle']"
CUST_285211,John Luna,802.871.4584,Miami,Florida,33130,51,male,widowed,2,bachelor,technician,employed,78048,654,personal,6001.11,True,car,139,2.4,"['life', 'health']",Medium,"['family', 'vehicle']"
CUST_832871,Alexandra Joseph,(757)805-0132x01925,Seattle,Washington,98102,22,female,single,0,bachelor,assistant,employed,69980,663,none,5157.29,True,car,167,7.5,['home'],Medium,"['education', 'travel', 'vehicle']"
CUST_244207,Dr. Veronica Jordan,001-419-399-3564,Dallas,Texas,75201,65,nonbinary,widowed,2,master,retired,retired,51041,615,personal,5019.92,True,bike,134,1.1,"['auto', 'life']",Medium,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_509688,Angela Pierce,4656344838,Minneapolis,Minnesota,55414,30,male,married,3,master,engineer,self-employed,66527,644,none,5879.52,False,none,194,6.0,['health'],Low,"['education', 'family']"
CUST_297831,Paul Olson,+1-409-481-6415x954,Minneapolis,Minnesota,55401,23,nonbinary,single,0,bachelor,student,student,34188,618,car,2702.05,False,none,170,3.5,['home'],Low,['education']
CUST_756013,Jill Lane,674.433.1996x19652,Miami,Florida,33125,50,female,married,1,bachelor,manager,employed,56640,641,home,3963.83,False,none,134,5.0,['life'],Low,['family']
CUST_526279,Donna Khan,+1-267-445-0318x11181,Chicago,Illinois,60601,72,female,married,2,master,retired,retired,45862,763,car,4523.63,True,none,215,7.6,['home'],High,"['retirement', 'family', 'vehicle']"
CUST_458070,James Morris,817.894.7442x1765,Miami,Florida,33130,30,male,married,2,bachelor,manager,self-employed,69309,643,none,6825.4,True,none,174,7.8,['auto'],Medium,"['education', 'family', 'vehicle']"
CUST_165991,Nicole Sanchez,958.311.7557,Chicago,Illinois,60603,58,female,widowed,2,master,freelancer,self-employed,79638,850,multiple,5547.45,True,none,393,1.8,"['health', 'auto']",Medium,"['family', 'vehicle']"
CUST_742833,Thomas Carter,(826)340-4486x93543,Chicago,Illinois,60603,37,female,married,3,bachelor,freelancer,self-employed,89363,729,home,7689.9,True,bike,256,2.3,"['home', 'life']",Medium,"['travel', 'family', 'vehicle']"
CUST_453760,Teresa Miller,794-254-8510,Seattle,Washington,98101,71,nonbinary,married,3,phd,advisor,retired,55571,711,home,4353.55,False,none,397,5.4,['auto'],High,"['retirement', 'education', 'family']"
CUST_298105,Karen Yoder,434-391-5762,New York,New York,10003,71,female,married,2,phd,shop owner,retired,37743,648,personal,2574.13,True,car,230,6.3,"['health', 'life']",High,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_940223,Kevin George,484-907-1481,Seattle,Washington,98102,51,female,widowed,3,master,freelancer,self-employed,43054,742,personal,3800.5,True,bike,155,5.0,"['auto', 'health']",Low,"['education', 'family', 'vehicle']"
CUST_352371,Susan Wu,+1-972-711-7474x9022,Minneapolis,Minnesota,55414,74,male,married,3,bachelor,advisor,retired,26284,665,personal,1796.74,True,none,390,1.1,['auto'],High,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_743964,Travis Martinez,(226)809-1456x593,New York,New York,10001,59,nonbinary,married,2,master,freelancer,employed,59884,707,multiple,5920.45,True,car,187,8.2,"['life', 'auto']",High,"['vehicle', 'education', 'family', 'maternity']"
CUST_728848,Rachel Campbell,+1-848-748-8519,Chicago,Illinois,60602,27,male,single,0,bachelor,manager,employed,100228,850,home,7681.46,False,none,243,1.5,['auto'],Medium,[]
CUST_458915,Stephen Jackson,362-471-9979,Seattle,Washington,98102,48,male,married,1,master,manager,self-employed,39855,694,personal,2910.01,False,none,294,0.7,"['life', 'auto']",Medium,"['education', 'family']"
CUST_849662,Christopher Freeman,657.742.8048,Chicago,Illinois,60601,51,nonbinary,divorced,2,bachelor,freelancer,self-employed,39470,768,multiple,2919.97,False,none,293,2.1,"['life', 'health']",Medium,"['education', 'family', 'maternity']"
CUST_339659,Dakota Snyder,387.735.8280x644,Chicago,Illinois,60601,44,nonbinary,divorced,1,bachelor,salesperson,employed,99276,657,none,7318.35,True,bike,284,4.1,"['home', 'auto']",Medium,"['vehicle', 'travel', 'family', 'maternity']"
CUST_650768,Frances Booker MD,(519)232-7022,Chicago,Illinois,60602,36,female,single,0,bachelor,engineer,employed,89996,697,home,7612.03,True,car,147,6.3,['auto'],Low,['vehicle']
CUST_593091,Jill Gomez,001-903-450-6561x58800,Chicago,Illinois,60602,29,female,single,0,master,manager,employed,70027,806,home,5812.66,True,car,147,6.4,['auto'],High,['vehicle']
CUST_996959,Melissa Yu,274-448-6066x081,Dallas,Texas,75201,35,male,married,1,bachelor,freelancer,employed,53305,662,home,4698.45,True,bike,383,7.7,['life'],High,"['vehicle', 'travel', 'family', 'maternity']"
CUST_360272,William Robbins,(346)632-8149x9631,New York,New York,10002,52,male,married,1,bachelor,manager,employed,46336,808,home,3753.32,True,none,288,6.0,"['home', 'health']",Medium,"['vehicle', 'education', 'family', 'maternity']"
CUST_885743,Cody Vazquez,001-476-590-9280,New York,New York,10003,58,male,married,2,bachelor,engineer,self-employed,60197,742,personal,4760.74,True,bike,381,5.6,"['home', 'auto']",High,"['education', 'family', 'vehicle']"
CUST_308355,Andrew Rivers,(827)322-5292x83203,Dallas,Texas,75202,53,female,married,2,bachelor,engineer,employed,49622,666,car,3817.37,False,none,159,6.2,"['home', 'life']",Medium,"['education', 'family']"
CUST_153840,Angela Molina,(637)904-2796x6543,Seattle,Washington,98101,33,female,married,1,bachelor,manager,self-employed,55975,737,none,4987.77,False,none,324,2.9,"['home', 'auto']",Medium,"['travel', 'education', 'family', 'maternity']"
CUST_631331,Stephen Johnson,965-344-3623x33089,New York,New York,10001,60,male,married,1,master,advisor,retired,45333,758,personal,3140.44,True,bike,281,8.3,"['health', 'life']",Low,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_229287,Mr. Jose Barry Jr.,543-958-3114,New York,New York,10001,26,male,married,3,bachelor,doctor,employed,106782,737,multiple,9625.66,True,bike,306,3.7,"['auto', 'home']",Medium,"['vehicle', 'education', 'family', 'maternity']"
CUST_417624,Kaitlyn Davis,294.756.8398x47960,Dallas,Texas,75202,47,nonbinary,married,3,bachelor,salesperson,employed,89535,605,personal,7684.91,False,none,236,1.9,['health'],High,"['travel', 'education', 'family']"
CUST_617453,Richard Smith,847-259-8779,Minneapolis,Minnesota,55414,32,female,married,2,bachelor,technician,self-employed,65851,656,home,5128.21,True,car,183,8.7,"['home', 'health']",Low,"['education', 'family', 'vehicle']"
CUST_815759,Dominic Norton,+1-701-424-8623x9854,Minneapolis,Minnesota,55414,62,female,widowed,2,master,advisor,retired,36913,685,multiple,2864.76,False,none,269,6.5,"['life', 'auto']",High,"['retirement', 'family']"
CUST_329588,Travis Hill,920-846-5714x0653,Chicago,Illinois,60603,69,male,married,1,master,shop owner,retired,37838,695,multiple,3250.47,True,none,307,1.0,"['auto', 'health']",Low,"['retirement', 'family', 'vehicle']"
CUST_596159,Todd Lee,+1-255-284-8543,New York,New York,10002,29,male,married,3,master,doctor,self-employed,57478,737,car,4478.97,True,car,346,9.5,['auto'],Low,"['travel', 'education', 'family', 'vehicle']"
CUST_666619,Timothy Ramirez,515.531.9087,Minneapolis,Minnesota,55401,43,male,married,2,master,manager,employed,93125,710,home,7664.28,True,none,184,3.7,"['home', 'health']",Low,"['travel', 'education', 'family', 'vehicle']"
CUST_140833,Sandra Bennett,(363)890-7115x0372,Dallas,Texas,75202,25,nonbinary,married,1,master,teacher,employed,44284,619,car,4151.33,True,none,282,6.8,['health'],Low,"['family', 'vehicle']"
CUST_735612,Jennifer Cruz,+1-402-435-2249x884,San Jose,California,95101,22,nonbinary,single,0,high_school,intern,employed,91231,722,personal,6460.68,True,none,249,6.3,['auto'],Low,"['education', 'travel', 'vehicle']"
CUST_346546,Christopher Wright,001-892-784-2788x628,Seattle,Washington,98102,30,nonbinary,married,3,master,teacher,employed,77184,736,car,7596.72,True,none,342,8.2,"['auto', 'life']",High,"['family', 'vehicle']"
CUST_821132,Jasmine Baker,2187968919,Seattle,Washington,98102,62,female,married,2,phd,consultant,retired,30172,733,none,2962.69,True,car,175,1.5,"['life', 'health']",High,"['retirement', 'education', 'family', 'vehicle']"
CUST_516798,Mary Bullock,4457268004,Chicago,Illinois,60603,35,nonbinary,married,2,master,teacher,employed,102026,764,car,7682.16,True,car,276,1.1,['auto'],Medium,"['education', 'family', 'vehicle']"
CUST_450807,Edward Glover,7763566226,Seattle,Washington,98103,75,female,married,2,phd,shop owner,retired,40629,750,multiple,2747.0,False,none,194,0.6,['auto'],Medium,"['retirement', 'education', 'family']"
CUST_321314,Ethan Moore,568.218.9464x7451,New York,New York,10001,28,male,married,2,bachelor,doctor,employed,94771,727,none,9298.34,True,none,275,8.1,"['auto', 'health']",Low,"['education', 'family', 'vehicle']"
CUST_892486,Johnny Dillon,718.647.9609x361,New York,New York,10002,63,nonbinary,widowed,3,phd,advisor,retired,45604,695,multiple,3156.44,True,none,200,4.6,['home'],High,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_783728,Jeffrey Conway,001-845-736-6364x0049,Dallas,Texas,75201,38,female,single,0,bachelor,freelancer,self-employed,84365,600,personal,5862.27,False,none,392,2.7,"['life', 'home']",Medium,['travel']
CUST_536999,Maria Martin,+1-631-470-5866x318,Seattle,Washington,98101,72,male,divorced,3,master,advisor,retired,37391,725,home,3731.11,True,bike,222,4.3,"['health', 'home']",Medium,"['retirement', 'family', 'vehicle']"
CUST_671540,Tyler Moore,332-265-8503,Minneapolis,Minnesota,55419,75,nonbinary,widowed,3,phd,advisor,retired,23355,712,multiple,1870.92,True,none,382,3.2,['life'],Medium,"['retirement', 'family', 'vehicle']"
CUST_314007,Sherry Randolph,622-234-4007,Miami,Florida,33101,20,nonbinary,single,0,high_school,assistant,employed,102896,716,home,10184.24,False,none,232,2.1,"['auto', 'life']",Low,['education']
CUST_975761,Carlos Herrera,472.549.7442,Miami,Florida,33101,43,male,divorced,2,bachelor,doctor,employed,60390,623,none,4203.64,False,none,133,7.9,"['life', 'health']",Medium,"['education', 'family']"
CUST_823024,Charles Hopkins,510.349.6555x4775,Seattle,Washington,98103,49,nonbinary,married,3,master,freelancer,employed,86695,635,car,6216.92,True,car,379,9.5,['health'],Low,"['education', 'family', 'vehicle']"
CUST_684536,Jessica Page,001-730-689-0142x125,San Jose,California,95101,50,nonbinary,married,2,master,technician,self-employed,36787,763,personal,2620.83,True,car,347,7.8,['life'],High,"['family', 'vehicle']"
CUST_723534,Phillip Flynn,885.375.8769x705,Seattle,Washington,98102,44,female,divorced,1,bachelor,teacher,self-employed,42326,697,car,4224.74,True,none,290,6.7,"['health', 'life']",Medium,"['education', 'family', 'vehicle']"
CUST_243570,Samantha Williams,9987059101,San Jose,California,95112,69,male,divorced,2,phd,shop owner,retired,56149,740,car,4119.66,True,car,262,2.8,"['auto', 'health']",Low,"['retirement', 'education', 'family', 'vehicle']"
CUST_244100,Lisa Lowe,(906)818-0880,Miami,Florida,33125,72,female,widowed,2,master,advisor,retired,24875,701,car,1672.2,True,bike,253,4.4,['auto'],Medium,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
CUST_679198,Amanda Brown,001-911-749-3020x673,San Jose,California,95112,58,male,married,1,master,doctor,self-employed,88222,701,multiple,8308.22,True,car,218,1.0,"['health', 'auto']",High,"['family', 'vehicle']"
CUST_266521,Frank Arnold,365.997.7513,Miami,Florida,33125,26,female,married,1,master,doctor,employed,83681,756,none,7375.87,True,car,102,1.5,"['health', 'life']",Medium,"['vehicle', 'education', 'family', 'maternity']"
CUST_527725,Cheryl Jenkins,565-227-5464,San Jose,California,95112,70,male,married,1,phd,consultant,retired,57290,669,none,4242.61,True,car,340,2.6,['life'],High,"['retirement', 'family', 'vehicle']"
CUST_382444,Robert Grant,+1-609-367-0330x384,Minneapolis,Minnesota,55419,53,female,married,3,bachelor,technician,self-employed,65885,705,personal,5888.08,True,none,298,2.3,"['auto', 'health']",Medium,"['family', 'vehicle']"
CUST_362139,Kelly Day,5138424069,New York,New York,10003,74,male,widowed,2,bachelor,shop owner,retired,27511,672,home,2287.3,False,none,165,6.0,['life'],Low,"['retirement', 'family', 'maternity']"
CUST_229230,Eric Wright,001-792-464-8281x078,Miami,Florida,33101,66,male,divorced,1,master,consultant,retired,27380,673,home,2126.95,False,none,107,4.4,"['life', 'home']",Low,"['retirement', 'education', 'family']"
CUST_554341,Sierra Singleton,6734418815,Seattle,Washington,98102,40,female,married,3,master,salesperson,self-employed,73458,681,home,6673.3,True,bike,196,8.8,['home'],Medium,"['travel', 'family', 'vehicle']"
CUST_576503,Melinda Lewis MD,001-880-375-3733,Dallas,Texas,75201,23,male,single,0,bachelor,sales trainee,employed,66717,713,car,5528.87,True,bike,190,4.5,['home'],High,"['education', 'travel', 'vehicle']"
CUST_215159,Anna Suarez,406.598.9643x3952,Chicago,Illinois,60602,61,male,married,3,master,advisor,retired,45598,671,personal,4018.08,True,car,108,7.9,"['home', 'health']",High,"['retirement', 'family', 'vehicle']"
CUST_443279,Miranda May,3416566728,Chicago,Illinois,60603,43,nonbinary,married,1,master,doctor,self-employed,31330,775,none,3037.37,True,bike,229,8.2,['home'],High,"['education', 'family', 'vehicle']"
CUST_692671,Kevin Cruz,001-658-717-7409,Seattle,Washington,98103,69,nonbinary,married,2,master,retired,retired,32675,646,car,2987.6,False,none,317,2.9,"['life', 'auto']",Medium,"['retirement', 'family']"
CUST_146008,Linda Washington,377-411-5923x98134,San Jose,California,95110,26,female,married,1,master,engineer,employed,84059,688,home,7133.07,True,bike,216,4.6,['health'],Low,"['vehicle', 'travel', 'family', 'maternity']"
CUST_457369,Kathleen Johnson,585.596.5770x229,New York,New York,10002,46,nonbinary,widowed,1,master,teacher,employed,68931,673,home,5035.09,True,car,231,0.6,"['health', 'life']",High,"['travel', 'family', 'vehicle']"
CUST_340469,Dr. Ryan Wiley PhD,572.276.0117,New York,New York,10003,27,male,married,3,bachelor,freelancer,employed,102391,786,multiple,7615.55,True,none,103,9.3,"['life', 'home']",Medium,"['education', 'family', 'vehicle']"
CUST_147400,Emily Osborne,764-478-7739,San Jose,California,95110,20,female,single,0,bachelor,assistant,employed,112913,711,none,8376.52,False,none,392,0.7,"['life', 'health']",Low,"['education', 'travel']"
CUST_266795,Ms. Jill Collins,722-213-6032x7910,Miami,Florida,33101,32,male,single,0,master,doctor,employed,98912,761,home,8888.47,True,none,204,4.0,"['home', 'health']",High,"['travel', 'vehicle']"
CUST_848392,Ashley Stewart,842.218.9214x36854,Dallas,Texas,75202,20,male,single,0,high_school,sales trainee,employed,95096,610,home,9020.15,True,car,312,1.5,['life'],Medium,"['education', 'vehicle']"
CUST_976214,Andrew Jackson,685-490-9874x222,San Jose,California,95112,53,nonbinary,divorced,3,master,doctor,employed,117892,716,multiple,9309.05,True,bike,317,2.1,"['auto', 'life']",Medium,"['family', 'vehicle']"
CUST_241786,Russell Cole,(374)688-0215,Minneapolis,Minnesota,55414,45,female,married,3,bachelor,manager,employed,56617,753,home,3903.5,False,none,373,9.5,['home'],Medium,['family']
CUST_315273,Kenneth Howard,(922)881-1255,Minneapolis,Minnesota,55419,31,nonbinary,married,1,bachelor,engineer,employed,71653,704,none,5644.18,True,none,147,3.0,"['life', 'health']",Low,"['education', 'family', 'vehicle']"
CUST_912965,Stephanie Page,(764)337-1323x894,New York,New York,10001,64,nonbinary,married,1,bachelor,shop owner,retired,47664,763,multiple,3503.52,True,bike,335,2.1,"['auto', 'health']",Low,"['retirement', 'family', 'vehicle']"
CUST_127096,Brian Hensley,385-658-3427x096,Miami,Florida,33130,21,nonbinary,single,0,high_school,assistant,employed,116787,668,home,11223.78,True,car,324,7.9,"['health', 'auto']",High,"['education', 'vehicle']"
CUST_403014,Jessica Jordan,753.935.1790x273,Miami,Florida,33101,42,female,married,1,master,technician,self-employed,47092,784,multiple,4361.84,False,none,395,5.6,"['home', 'auto']",Low,"['education', 'family']"
CUST_388441,Charles Hunt,(641)428-8752x2800,San Jose,California,95112,70,male,married,2,phd,retired,retired,48487,837,none,3930.35,True,car,233,8.9,"['auto', 'home']",Medium,"['retirement', 'education', 'family', 'vehicle']"
CUST_155613,Casey Jenkins,839-527-5013x460,San Jose,California,95101,45,female,married,1,bachelor,manager,self-employed,63533,678,car,5703.54,True,car,287,3.4,['home'],High,"['education', 'family', 'vehicle']"
CUST_365095,Jennifer Pearson,001-288-852-0828x1178,Dallas,Texas,75201,35,female,married,3,master,freelancer,self-employed,81545,673,multiple,5438.62,False,none,369,2.3,['health'],Medium,['family']
CUST_519124,Beverly Thompson,354.574.5543x5020,Seattle,Washington,98103,27,nonbinary,divorced,3,master,teacher,self-employed,86160,787,multiple,6517.95,False,none,355,8.9,['life'],Medium,"['family', 'maternity']"
CUST_893226,Abigail Nelson,(893)308-7868,Chicago,Illinois,60601,29,nonbinary,single,0,master,salesperson,self-employed,77578,794,multiple,7147.18,True,none,257,4.4,['health'],Low,['vehicle']
CUST_522868,Caitlyn Carter,2416626587,Miami,Florida,33101,43,nonbinary,divorced,3,bachelor,manager,employed,80577,668,car,5442.97,True,car,299,3.3,"['life', 'home']",Medium,"['travel', 'family', 'vehicle']"
CUST_123584,Jason Sampson,4853625521,Seattle,Washington,98101,66,nonbinary,married,3,master,consultant,retired,32561,674,none,2200.65,True,bike,293,3.4,"['auto', 'home']",High,"['retirement', 'family', 'vehicle']"
CUST_405530,Brian Villegas,+1-821-430-5609x36856,Seattle,Washington,98101,66,male,married,3,master,consultant,retired,41728,683,home,3062.05,True,none,131,6.9,"['health', 'life']",High,"['retirement', 'family', 'vehicle']"
CUST_925620,Billy Williams,(726)310-8708,New York,New York,10001,33,male,divorced,2,master,engineer,self-employed,87899,619,personal,6489.7,False,none,172,8.2,['health'],High,['family']
CUST_629411,John Williams,355-564-4444,Minneapolis,Minnesota,55419,23,nonbinary,married,1,high_school,sales trainee,employed,65950,644,home,5291.7,True,bike,215,0.9,"['health', 'auto']",Low,"['education', 'family', 'vehicle']"
CUST_113757,Mark Powers,5613277109,Dallas,Texas,75202,44,male,married,3,master,technician,employed,41398,639,home,2843.75,False,none,115,6.1,"['home', 'health']",High,"['education', 'family']"
CUST_179955,Julian Jenkins,001-462-783-8308x1182,New York,New York,10003,44,female,married,3,master,manager,self-employed,83938,653,none,5635.31,False,none,312,9.2,['home'],Medium,['family']
CUST_954533,Melody Hansen,(354)683-4717x217,Chicago,Illinois,60603,24,male,single,0,bachelor,sales trainee,employed,54267,697,home,4274.29,True,none,344,3.8,['life'],Medium,"['education', 'travel', 'vehicle']"
CUST_969880,Manuel Burns,+1-210-894-6774x6972,Miami,Florida,33101,33,nonbinary,married,1,bachelor,teacher,self-employed,48023,714,personal,4112.98,True,bike,118,7.1,"['life', 'auto']",High,"['education', 'family', 'vehicle']"
CUST_158077,Dana Franklin,+1-410-919-9509,Chicago,Illinois,60603,21,female,single,0,bachelor,junior developer,employed,97064,793,none,6544.48,True,car,159,7.6,"['health', 'home']",Low,"['education', 'vehicle']"
CUST_957103,Rose Horn,2393147133,San Jose,California,95101,43,female,married,3,bachelor,teacher,self-employed,40092,640,none,2986.47,True,none,208,1.4,['life'],Medium,"['family', 'vehicle']"
CUST_569164,Michael Kim,761.941.0997x081,Dallas,Texas,75203,55,male,married,1,master,manager,self-employed,80007,759,home,6247.2,True,none,235,3.3,['health'],Low,"['education', 'family', 'vehicle']"
CUST_632046,Chase Olsen,+1-778-201-6864x695,Seattle,Washington,98101,41,female,married,3,bachelor,freelancer,self-employed,33022,687,car,2985.77,True,car,127,1.5,"['home', 'auto']",High,"['education', 'family', 'vehicle']"
CUST_882257,Debra Moore,753.921.5888,Chicago,Illinois,60603,57,nonbinary,married,2,bachelor,doctor,employed,99389,697,multiple,6643.88,False,none,306,7.7,"['home', 'auto']",Medium,['family']
CUST_930785,Robert Villarreal,001-504-960-1211x99715,Miami,Florida,33130,63,female,married,3,bachelor,advisor,retired,55079,740,multiple,3957.49,True,none,227,1.9,['auto'],Low,"['retirement', 'family', 'vehicle']"
CUST_517326,William Howard,4166196733,Seattle,Washington,98101,31,male,single,0,bachelor,technician,self-employed,81152,632,personal,7579.72,True,none,128,4.4,['home'],Low,['vehicle']
CUST_958545,Patricia Wallace,457-213-0443x991,Miami,Florida,33101,49,female,widowed,1,master,salesperson,employed,68299,722,home,5914.61,True,car,266,6.9,"['life', 'auto']",Low,"['travel', 'family', 'vehicle']"
CUST_526691,Danielle Kirk,+1-826-929-5821x1600,Chicago,Illinois,60601,42,female,divorced,1,master,engineer,self-employed,31962,709,home,2507.56,True,bike,378,6.9,"['auto', 'health']",High,"['education', 'family', 'vehicle']"
CUST_934963,Elizabeth Myers,978.716.3246,Miami,Florida,33101,73,male,married,2,bachelor,shop owner,retired,29549,729,multiple,2136.21,True,bike,161,2.9,['auto'],Medium,"['retirement', 'vehicle', 'family', 'maternity']"
CUST_178702,Jennifer Weaver,(342)771-2160,Seattle,Washington,98102,74,nonbinary,married,1,bachelor,retired,retired,51353,717,none,3731.6,True,none,322,6.2,"['health', 'home']",Low,"['retirement', 'family', 'vehicle']"
CUST_647155,Cheryl Travis,5808199300,Minneapolis,Minnesota,55419,32,nonbinary,married,1,bachelor,teacher,self-employed,64590,847,car,6283.12,True,none,137,8.6,"['health', 'life']",Medium,"['family', 'vehicle']"
CUST_236345,James Smith,+1-415-747-9576x786,New York,New York,10003,48,nonbinary,married,1,master,teacher,employed,76673,661,personal,6754.97,True,none,244,4.2,['home'],Low,"['travel', 'family', 'vehicle']"
CUST_304753,Sierra Green,9706078624,San Jose,California,95101,42,male,married,1,master,salesperson,self-employed,55196,668,home,3776.55,True,none,134,7.8,"['health', 'life']",High,"['vehicle', 'family', 'maternity']"
CUST_100487,Miguel Frank,(917)834-3777,New York,New York,10001,49,male,married,1,master,doctor,employed,66557,662,personal,5677.13,True,none,140,4.9,['life'],High,"['education', 'family', 'vehicle']"
CUST_671671,Jeremiah Taylor,+1-884-392-6558x60042,Dallas,Texas,75201,34,female,single,0,master,freelancer,employed,101306,666,multiple,8118.29,False,none,292,1.7,['home'],Low,[]
CUST_362276,Evelyn Mitchell,(572)532-2733x626,Chicago,Illinois,60602,36,nonbinary,single,0,master,engineer,employed,58461,661,car,4082.3,True,car,320,3.1,['life'],Medium,"['travel', 'vehicle']"
CUST_672653,Monica Keller,001-274-302-0891x1953,Seattle,Washington,98101,45,female,married,1,master,manager,employed,64464,771,home,6212.86,True,bike,374,8.4,['life'],Medium,"['travel', 'family', 'vehicle']"
CUST_130573,Sherry Patel,(392)928-9855,Chicago,Illinois,60603,73,female,widowed,3,bachelor,shop owner,retired,47919,785,home,3343.28,False,none,376,2.8,['life'],High,"['retirement', 'family']"
CUST_930895,Jennifer Schmidt,349.715.7402,Chicago,Illinois,60601,56,female,widowed,1,master,manager,self-employed,74613,665,none,5098.07,True,none,131,4.3,"['life', 'home']",High,"['vehicle', 'family', 'maternity']"
CUST_820106,Jose Crawford,+1-788-608-4940x33929,Minneapolis,Minnesota,55401,68,male,married,1,phd,retired,retired,31202,650,car,2861.98,True,car,144,9.9,"['health', 'life']",High,"['retirement', 'family', 'vehicle']"
CUST_673283,Michael Wilson,362-989-6423x08627,Chicago,Illinois,60602,56,male,divorced,3,bachelor,salesperson,employed,114792,728,multiple,10734.52,True,bike,120,5.8,"['life', 'home']",High,"['vehicle', 'family', 'maternity']"
CUST_739348,Todd Oliver,936.693.6112,Seattle,Washington,98101,30,male,married,1,master,technician,employed,119320,666,home,8865.47,True,none,321,9.8,"['auto', 'home']",Low,"['education', 'family', 'vehicle']"
CUST_305509,Peter King,001-794-805-8170x762,San Jose,California,95112,60,male,divorced,2,master,advisor,retired,55762,737,none,4447.56,True,bike,146,3.9,['life'],High,"['retirement', 'education', 'family', 'vehicle']"
CUST_977705,Scott Bernard,(660)432-2209x868,San Jose,California,95112,31,male,divorced,2,master,doctor,employed,48320,712,personal,3553.71,True,none,352,4.2,['home'],High,"['education', 'family', 'vehicle']"
CUST_447998,Joan Bennett,624.483.1123,Seattle,Washington,98101,40,nonbinary,married,2,bachelor,salesperson,self-employed,74666,609,personal,5915.58,True,none,221,4.0,"['health', 'auto']",Medium,"['family', 'vehicle']"
CUST_358604,Kimberly Dean,+1-858-719-9035x6898,Miami,Florida,33125,56,male,married,1,master,engineer,employed,84909,792,car,5953.34,True,none,301,4.9,"['life', 'health']",Medium,"['travel', 'family', 'vehicle']"
CUST_898488,Dr. Jessica Johns,+1-588-381-5430,Miami,Florida,33101,63,nonbinary,widowed,2,bachelor,shop owner,retired,32751,807,multiple,2572.56,False,none,274,4.3,"['health', 'auto']",High,"['retirement', 'family', 'maternity']"
CUST_126905,Maria Adams,+1-918-644-4555x746,Chicago,Illinois,60603,50,male,widowed,2,bachelor,manager,employed,92907,663,home,6307.19,False,none,213,3.8,"['health', 'home']",High,"['travel', 'education', 'family']"
CUST_604592,Evan Allen,628-653-4544,Miami,Florida,33125,53,female,widowed,3,bachelor,doctor,self-employed,79544,676,car,6394.81,False,none,214,0.6,"['health', 'auto']",High,"['family', 'maternity']"
CUST_442640,John Price,(777)339-1416x63460,San Jose,California,95110,30,male,single,0,master,technician,employed,75275,717,none,5389.39,False,none,207,4.2,['auto'],Medium,['travel']
CUST_987729,David Johnson,+1-974-293-3349x054,Seattle,Washington,98102,32,male,single,0,master,engineer,employed,94982,720,multiple,7672.66,True,bike,329,8.6,['health'],High,"['travel', 'vehicle']"
CUST_346425,William Mclean,767.541.7914x2853,New York,New York,10003,75,nonbinary,widowed,2,bachelor,retired,retired,43190,739,personal,3967.25,True,car,368,5.0,['life'],Medium,"['retirement', 'education', 'family', 'vehicle']"
CUST_634992,Nichole Ramirez,001-920-627-3307x43584,Seattle,Washington,98103,53,nonbinary,divorced,2,bachelor,manager,employed,83370,820,personal,6519.89,True,bike,398,5.3,"['home', 'life']",Medium,"['vehicle', 'family', 'maternity']"
CUST_242737,Chad Page,001-480-592-0244x43278,Chicago,Illinois,60603,62,female,divorced,2,master,shop owner,retired,40796,689,multiple,2926.95,True,none,165,3.4,['health'],High,"['retirement', 'education', 'family', 'vehicle']"
CUST_105840,Maria Rivas,+1-727-395-8995x9908,Seattle,Washington,98101,22,male,single,0,bachelor,assistant,employed,70090,652,home,5420.03,True,car,167,6.6,['auto'],Medium,"['education', 'travel', 'vehicle']"
CUST_543623,Edward Mcgee,001-907-388-4862,Chicago,Illinois,60602,50,male,married,3,master,salesperson,employed,53155,617,car,4654.74,False,none,368,6.4,"['home', 'health']",Medium,['family']
CUST_841936,Roy Moran,+1-252-962-2910x750,Dallas,Texas,75203,70,female,widowed,2,bachelor,shop owner,retired,20417,656,multiple,1917.33,False,none,185,9.2,"['life', 'health']",High,"['retirement', 'education', 'family']"
CUST_267930,Brian Estrada,406-373-9764,San Jose,California,95101,67,male,married,1,bachelor,consultant,retired,59752,698,none,5575.93,True,none,147,1.1,['health'],High,"['family', 'maternity', 'education', 'retirement', 'vehicle']"
